,Account or Security,Coupon,Date,Quantity,Cost Value,Market Value,Bank,Asset Type,Company,Industry,Private Placement,Info,Ticker
1627,Corporate Bonds,,,,,,9-200100-Northern Trust UI Short Duration,Corporate Bonds,Corporate Bonds,,False,<class 'object'>,
1628,3.75% DUE 04-15-2023/04-02-201,3.75,2023-04-15,790000.0,831312.0,827757.09,9-200100-Northern Trust UI Short Duration,Corporate Bonds,3.75,,False,<class 'object'>,HWM-P
1629,AIR LEASE CORP 3.5% DUE 01-15-,3.5,2022-01-15,185000.0,183686.5,188059.08,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AIR LEASE  CO,,False,<class 'object'>,AL
1630,AIR LEASE CORP MED TERM NTS BO,2.25,2023-01-15,170000.0,168786.2,174518.44,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AIR LEASE  CO,,False,<class 'object'>,AL
1631,ALLY FINL INC 1.45% ,1.45,2023-10-02,220000.0,223731.2,223274.74,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ALLY FINL  INC,,False,<class 'object'>,ALLY
1632,AMEREN CORP 2.5% DUE ,2.5,2024-09-15,120000.0,119960.4,126186.91,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMEREN  CO,,False,<class 'object'>,AEE
1633,AMEREN ILL CO .375% 06-15-2023,0.38,2023-06-15,100000.0,99975.0,99929.19,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMEREN ILL  CO,,False,<class 'object'>,AILLP
1634,AMERICA MOVIL SAB DE CV 3.125%,3.13,2022-07-16,290000.0,299636.7,297923.09,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICA MOVIL SAB DE CV,,False,<class 'object'>,AMXB.MX
1635,AMERICAN ELEC PWR CO INC 1.0% ,1,2025-11-01,200000.0,199538.0,197967.53,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN ELEC PWR  CO,,False,<class 'object'>,NO_TICKER_FOUND
1636,AMERICAN ELEC PWR CO INC 3.65%,3.65,2021-12-01,460000.0,459714.8,466586.15,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN ELEC PWR  CO,,False,<class 'object'>,NO_TICKER_FOUND
1637,AMERICAN EXPRESS CO 2.5% DUE ,2.5,2024-07-30,100000.0,99678.0,105364.36,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN EXPRESS CO,,False,<class 'object'>,AXP
1638,AMERICAN EXPRESS CO 3.7% DUE ,3.7,2021-11-05,130000.0,129971.4,131186.18,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN EXPRESS CO,,False,<class 'object'>,AXP
1639,AMERICAN HONDA FIN CORP MED TE,1.95,2023-05-10,160000.0,159940.8,164798.76,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN HONDA FIN  CO,,False,<class 'object'>,AAL
1640,AMERICAN HONDA FIN CORP MED TE,0.55,2024-07-12,200000.0,199868.0,199352.03,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN HONDA FIN  CO,,False,<class 'object'>,AAL
1641,AMERICAN HONDA FIN CORP MED TE,0.88,2023-07-07,270000.0,269913.6,272432.36,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN HONDA FIN  CO,,False,<class 'object'>,AAL
1642,AMERICAN TOWER CORP NEW 1.3% D,1.3,2025-09-15,220000.0,219381.8,220493.02,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN TOWER  CO,,False,<class 'object'>,AMT
1643,AMERICAN TOWER CORP NEW 2.4% D,2.4,2025-03-15,90000.0,89914.5,94035.74,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN TOWER  CO,,False,<class 'object'>,AMT
1644,AMERIPRISE FINL INC 3.0% ,3,2022-03-22,160000.0,159572.8,163170.25,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERIPRISE FINL  INC,,False,<class 'object'>,AMP
1645,AMPHENOL CORP NEW 2.05% DUE ,2.05,2025-03-01,180000.0,179692.2,187182.81,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMPHENOL  CO,,False,<class 'object'>,APH
1646,ANTHEM INC 2.375% DUE ,2.38,2025-01-15,130000.0,129885.6,136138.61,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ANTHEM  INC,,False,<class 'object'>,0HG8.L
1647,AON CORP FIXED 2.2% DUE 11-15-,2.2,2022-11-15,110000.0,109978.0,112695.28,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AON  CO,,False,<class 'object'>,A1A-USD
1648,ARES CAP CORP 4.2% DUE ,4.2,2024-06-10,180000.0,183960.0,193380.97,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ARES  CAP,,False,<class 'object'>,ARCC
1649,ASTRAZENECA PLC .7% DUE 04-08-,0.7,2026-04-08,940000.0,936193.0,915210.59,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ASTRAZENECA PLC,,False,<class 'object'>,AZN
1650,AT&T INC FLTG RT DUE 03-25-202,0.69,2024-03-25,110000.0,110000.0,110253.19,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AT&T  INC,,False,<class 'object'>,T
1651,ATHENE GLOBAL FDG MEDIUM TERM ,1.2,2023-10-13,400000.0,399884.0,404499.83,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ATHENE GLOBAL  FDG,,False,<class 'object'>,ATNXQ
1652,ATHENE GLOBAL FDG MEDIUM TERM ,0.95,2024-01-08,400000.0,399860.0,400320.81,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ATHENE GLOBAL  FDG,,False,<class 'object'>,ATNXQ
1653,AVOLON HLDGS FDG LTD 2.875% DU,2.88,2025-02-15,200000.0,199762.0,205920.29,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AVOLON HLDGS  FDG,,False,<class 'object'>,NO_TICKER_FOUND
1654,BAKER HUGHES A GE CO LLC/BAKER,2.77,2022-12-15,80000.0,78762.48,82646.05,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BAKER HUGHES A GE  CO,,False,<class 'object'>,0RR8.L
1655,BANK AMER CORP .810008% DUE ,0.75,2024-10-24,380000.0,380000.0,382743.6,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BANK OF AMERICA CO,,False,<class 'object'>,BAC
1656,BANK AMER CORP SR NT FLTG VAR ,1.13,2024-07-23,520000.0,520000.0,527243.45,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BANK OF AMERICA CO,,False,<class 'object'>,BAC
1657,BANK MONTREAL MEDIUM TERM SR N,0.38,2023-12-08,200000.0,200000.0,200734.4,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BANK OF MONTREAL,,False,<class 'object'>,BMO.TO
1658,BANK NEW ZEALAND GLOBAL MED TE,2,2025-02-21,280000.0,278465.6,289526.54,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BANK NEW ZEALAND GLOBAL MED TE,,False,<class 'object'>,BAC
1659,BANK NOVA SCOTIA B C SR NT FLT,0.77,2022-03-07,200000.0,200000.0,200818.07,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BANK OF NOVA SCOTIA,,False,<class 'object'>,BNS.TO
1660,BANK OF MONTREAL 2.9% DUE 03-2,2.9,2022-03-26,400000.0,398984.0,408034.04,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BANK OF MONTREAL,,False,<class 'object'>,BMO.TO
1661,BARCLAYS BK PLC 1.7% DUE ,1.7,2022-05-12,200000.0,199836.0,202294.12,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BARCLAYS BK PLC,,False,<class 'object'>,BCS
1662,BARCLAYS PLC 1.007% DUE ,1.01,2024-12-10,140000.0,140000.0,140499.32,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BARCLAYS PLC,,False,<class 'object'>,BCS
1663,BB&T CORP SR MEDIUM TERM NTS B,0.79,2022-04-01,205000.0,205000.0,205819.48,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BB&T CO,,False,<class 'object'>,BBIG.TO
1664,BECTON DICKINSON & CO 3.363% D,3.36,2024-06-06,260000.0,280163.0,278561.33,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BECTON DICKINSON &  CO,,False,<class 'object'>,BDX.MX
1665,BELL CANADA .75% DUE 03-17-202,0.75,2024-03-17,240000.0,239769.6,240541.67,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BELL CANADA,,False,<class 'object'>,NO_TICKER_FOUND
1666,BNP PARIBAS SR NON PFD 144A ME,1.32,2027-01-13,300000.0,301085.88,296365.55,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BNP PARIBAS,,False,<class 'object'>,BNP.PA
1667,BOEING CO 2.8% DUE 03-01-2023/,2.8,2023-03-01,250000.0,252485.0,258389.47,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BOEING  CO,,False,<class 'object'>,BA
1668,BP CAP MKTS P L C 3.814% DUE 0,3.81,2024-02-10,260000.0,283504.0,281231.68,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BP  CAP,,False,<class 'object'>,BP
1669,BPCE S A MEDIUM TERM NTS BOOK ,1,2026-01-20,330000.0,328478.7,325429.65,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BPCE S A MEDIUM TERM NTS BOOK ,,False,<class 'object'>,BPCMJ.PA
1670,BUNGE LTD FIN CORP FIXED 1.63%,1.63,2025-08-17,230000.0,229988.5,232708.89,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BUNGE  LTD,,False,<class 'object'>,BU3.HA
1671,CANADIAN IMPERIAL BK 2.606% DU,2.61,2023-07-22,250000.0,250000.0,255745.07,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CANADIAN IMPERIAL BK CO,,False,<class 'object'>,6C=F
1672,CAPITAL ONE FINL CORP 1.26288%,1.07,2022-03-09,130000.0,130000.0,130671.77,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CAPITAL ONE FINL CO,,False,<class 'object'>,NLY
1673,CAPITAL ONE FINL CORP 3.5% DUE,3.5,2023-06-15,500000.0,531500.0,528663.84,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CAPITAL ONE FINL CO,,False,<class 'object'>,NLY
1674,CATERPILLAR FINL SVCS CORP MED,0.25,2023-03-01,350000.0,349699.0,349202.19,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CATERPILLAR FINL,,False,<class 'object'>,CAT
1675,CENTERPOINT ENERGY INC CORP 2.,2.5,2024-09-01,220000.0,219626.0,230058.79,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CENTERPOINT ENERGY INC,,False,<class 'object'>,CNP
1676,CENTERPOINT ENERGY INC FLTG RT,0.67,2024-05-13,110000.0,110000.0,110458.7,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CENTERPOINT ENERGY INC,,False,<class 'object'>,CNP
1677,CIGNA CORP 1.25% 03-15-2026 ,1.25,2026-03-15,500000.0,499855.0,501464.05,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CIGNA  CO,,False,<class 'object'>,CGN.MU
1678,CIT BK NATL ASSN PASADENA CA 2,2.97,2025-09-27,250000.0,250000.0,261562.5,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CIT BK NATL ASSN PASADENA CA 2,,False,<class 'object'>,C
1679,CITIGROUP INC GLOBAL SR NT FLT,0.87,2022-10-27,195000.0,195000.0,196367.29,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CITIGROUP  INC,,False,<class 'object'>,C
1680,CITIGROUP INC NT FIXED / FLTG ,0.98,2025-05-01,300000.0,300000.0,300713.96,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CITIGROUP  INC,,False,<class 'object'>,C
1681,CITRIX SYS INC 1.25% DUEá,1.25,2026-03-01,130000.0,129721.8,128367.7,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CITRIX SYS  INC,,False,<class 'object'>,NO_TICKER_FOUND
1682,CNH INDL CAP LLC 4.2% DUE 01-1,4.2,2024-01-15,170000.0,182260.4,183954.09,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CNH INDL  CAP,,False,<class 'object'>,CNH=X
1683,CREDIT AGRICOLE S A LONDON BRH,1.2,2023-04-24,550000.0,550000.0,557287.03,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CREDIT AGRICOLE,,False,<class 'object'>,ACA.PA
1684,CREDIT SUISSE AG MEDIUM TERM S,3.63,2024-09-09,250000.0,272047.5,271605.85,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CREDIT SUISSE GROUP AG,,False,<class 'object'>,NO_TICKER_FOUND
1685,CROWN CASTLE INTL 3.15% 07-15-,3.15,2023-07-15,600000.0,638682.0,629894.07,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CROWN CASTLE INTL,,False,<class 'object'>,CCI
1686,CROWN CASTLE INTL CORP NEW 1.3,1.35,2025-07-15,100000.0,99736.0,100680.64,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CROWN CASTLE INTL,,False,<class 'object'>,CCI
1687,CVS HEALTH CORP 2.625% DUE ,2.63,2024-08-15,150000.0,149227.5,158289.57,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CVS HEALTH  CO,,False,<class 'object'>,CVS
1688,DEERE JOHN CAP CORP MEDIUM TER,2.6,2024-03-07,250000.0,249572.5,263536.57,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DEERE JOHN  CAP,,False,<class 'object'>,DE
1689,DEERE JOHN CAP CORP MEDIUM TER,0.45,2024-06-07,200000.0,199750.0,199373.56,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DEERE JOHN  CAP,,False,<class 'object'>,DE
1690,DH EUROPE FIN II S A R L 2.2% ,2.2,2024-11-15,200000.0,199904.0,208662.71,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DH EUROPE FIN II S A R L,,False,<class 'object'>,DH
1691,DIAMOND 1 FIN CORP / DIAMOND 2,5.45,2023-06-15,85000.0,92211.06,92213.39,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DIAMOND 1 FIN  CO,,False,<class 'object'>,FANG
1692,DISCOVER BK NEW CASTLE DEL ,3.2,2021-08-09,170000.0,169603.9,170109.93,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DISCOVER BK NEW CASTLE DEL ,,False,<class 'object'>,WBD
1693,DISNEY WALT CO 1.75% DUE ,1.75,2024-08-30,250000.0,248980.0,258494.14,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DISNEY WALT  CO,,False,<class 'object'>,DIS
1694,DOLLAR TREE INC 3.7% DUE 05-15,3.7,2023-05-15,260000.0,275912.0,274734.19,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DOLLAR TREE  INC,,False,<class 'object'>,DLTR
1695,DOMINION ENERGY INC JR SUB NT ,2.72,2021-08-15,175000.0,175042.0,175500.36,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DOMINION ENERGY  INC,,False,<class 'object'>,D
1696,DUPONT DE NEMOURS INC 4.205% D,4.21,2023-11-15,150000.0,160074.0,162496.83,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DUPONT DE NEMOURS  INC,,False,<class 'object'>,DD
1697,EASTMAN CHEM CO 3.5% DUE 12-01,3.5,2021-12-01,205000.0,204440.35,207670.81,9-200100-Northern Trust UI Short Duration,Corporate Bonds,EASTMAN CHEM  CO,,False,<class 'object'>,EMN
1698,EBAY INC 1.9% DUE 03-11-2025/0,1.9,2025-03-11,300000.0,310296.0,310047.89,9-200100-Northern Trust UI Short Duration,Corporate Bonds,EBAY  INC,,False,<class 'object'>,EBAY
1699,ENBRIDGE INC 2.5% DUE 01-15-20,2.5,2025-01-15,130000.0,129758.2,136196.68,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ENBRIDGE  INC,,False,<class 'object'>,ENB
1700,EQUINIX INC 2.625% DUE ,2.63,2024-11-18,230000.0,230000.0,242001.62,9-200100-Northern Trust UI Short Duration,Corporate Bonds,EQUINIX  INC,,False,<class 'object'>,EQIX
1701,ESC CB LEHMAN BROS SUB NTS D07,0,1999-06-30,130000.0,0.0,1300.0,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ESC LEHMAN BROTH HLD  INC,,False,<class 'object'>,ESE
1702,ESC LEHMAN BROTH HLD INC D05/1,0,1943-06-01,50000.0,0.0,0.0,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ESC LEHMAN BROTH HLD  INC,,False,<class 'object'>,ESE
1703,ESC LEHMAN BROTH HLD INC D05/1,0,1999-06-30,990000.0,8.91,8.91,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ESC LEHMAN BROTH HLD  INC,,False,<class 'object'>,ESE
1704,FIDELITY NATL INFORMATION SVCS,0.6,2024-03-01,80000.0,79952.8,79890.37,9-200100-Northern Trust UI Short Duration,Corporate Bonds,FIDELITY NATL INFORMATION SVCS,,False,<class 'object'>,NO_TICKER_FOUND
1705,FIFTH THIRD BANCORP 2.375% DUE,2.38,2025-01-28,75000.0,74979.0,78630.57,9-200100-Northern Trust UI Short Duration,Corporate Bonds,FIFTH THIRD BANCORP,,False,<class 'object'>,FITB
1706,FISERV INC 2.75% DUE ,2.75,2024-07-01,60000.0,59899.2,63299.05,9-200100-Northern Trust UI Short Duration,Corporate Bonds,FISERV  INC,,False,<class 'object'>,FI
1707,GENERAL DYNAMICS CORP 3.375% D,3.38,2023-05-15,250000.0,259690.0,263627.01,9-200100-Northern Trust UI Short Duration,Corporate Bonds,GENERAL DYNAMICS  CO,,False,<class 'object'>,GD
1708,GEORGIA-PAC LLC .625% DUE 05-1,0.63,2024-05-15,460000.0,459857.4,458110.25,9-200100-Northern Trust UI Short Duration,Corporate Bonds,GEORGIA-PAC  LLC,,False,<class 'object'>,NO_TICKER_FOUND
1709,GILEAD SCIENCES INC .75% DUE ,0.75,2023-09-29,210000.0,209926.5,210103.63,9-200100-Northern Trust UI Short Duration,Corporate Bonds,GILEAD SCIENCES  INC,,False,<class 'object'>,GILD
1710,GLAXOSMITHKLINE CAP PLC .534% ,0.53,2023-10-01,60000.0,60000.0,60216.4,9-200100-Northern Trust UI Short Duration,Corporate Bonds,GLAXOSMITHKLINE  CAP,,False,<class 'object'>,NO_TICKER_FOUND
1711,GLOBAL PMTS INC 2.65% DUE ,2.65,2025-02-15,300000.0,299925.0,316089.46,9-200100-Northern Trust UI Short Duration,Corporate Bonds,GLOBAL PMTS  INC,,False,<class 'object'>,COIN
1712,GOLDMAN SACHS GROUP INC .855% ,0.86,2026-02-12,140000.0,140000.0,138972.65,9-200100-Northern Trust UI Short Duration,Corporate Bonds,GOLDMAN SACHS GROUP  INC,,False,<class 'object'>,GS
1713,GOLDMAN SACHS GROUP INC 2.908%,2.91,2023-06-05,185000.0,181338.85,189106.15,9-200100-Northern Trust UI Short Duration,Corporate Bonds,GOLDMAN SACHS GROUP  INC,,False,<class 'object'>,GS
1714,GOLDMAN SACHS GROUP INC 5.25% ,5.25,2021-07-27,125000.0,130860.0,125434.91,9-200100-Northern Trust UI Short Duration,Corporate Bonds,GOLDMAN SACHS GROUP  INC,,False,<class 'object'>,GS
1715,GRAINGER W W INC 1.85% DUE 02-,1.85,2025-02-15,210000.0,209416.2,217403.29,9-200100-Northern Trust UI Short Duration,Corporate Bonds,GRAINGER W W  INC,,False,<class 'object'>,GWW
1716,HCP INC 3.25% DUE 07-15-2026/0,3.25,2026-07-15,275000.0,275106.0,298347.15,9-200100-Northern Trust UI Short Duration,Corporate Bonds,HCP  INC,,False,<class 'object'>,HCP
1717,HERSHEY CO .9% DUE 06-01-2025/,0.9,2025-06-01,140000.0,139741.0,140414.55,9-200100-Northern Trust UI Short Duration,Corporate Bonds,HERSHEY  CO,,False,<class 'object'>,HSY
1718,HEWLETT PACKARD ENTERPRISE CO ,2.25,2023-04-01,120000.0,119974.8,123557.94,9-200100-Northern Trust UI Short Duration,Corporate Bonds,HEWLETT PACKARD ENTERPRISE CO,,False,<class 'object'>,HPE
1719,HEWLETT PACKARD ENTERPRISE CO ,3.5,2021-10-05,125000.0,124826.25,125705.57,9-200100-Northern Trust UI Short Duration,Corporate Bonds,HEWLETT PACKARD ENTERPRISE CO,,False,<class 'object'>,HPE
1720,HEWLETT PACKARD ENTERPRISE CO ,4.4,2022-10-15,130000.0,136385.6,135651.74,9-200100-Northern Trust UI Short Duration,Corporate Bonds,HEWLETT PACKARD ENTERPRISE CO,,False,<class 'object'>,HPE
1721,HYUNDAI CAP AMER MEDIUM TERM N,2.85,2022-11-01,130000.0,129985.7,133668.5,9-200100-Northern Trust UI Short Duration,Corporate Bonds,HYUNDAI  CAP,,False,<class 'object'>,HYMTF
1722,HYUNDAI CAP AMER MEDIUM TERM N,1.25,2023-09-18,90000.0,89915.4,90821.66,9-200100-Northern Trust UI Short Duration,Corporate Bonds,HYUNDAI  CAP,,False,<class 'object'>,HYMTF
1723,ING GROEP N V 01/04/2027 DUE ,1.06,2027-04-01,300000.0,300000.0,303099.0,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ING GROEP N V 01/04/2027 DUE ,,False,<class 'object'>,ING
1724,INTERCONTINENTAL EXCHANGE INC ,0.7,2023-06-15,50000.0,49951.5,50224.26,9-200100-Northern Trust UI Short Duration,Corporate Bonds,INTERCONTINENTAL EXCHANGE  INC,,False,<class 'object'>,NO_TICKER_FOUND
1725,INTERCONTINENTAL EXCHANGE INC ,3.45,2023-09-21,170000.0,181318.6,180376.12,9-200100-Northern Trust UI Short Duration,Corporate Bonds,INTERCONTINENTAL EXCHANGE  INC,,False,<class 'object'>,NO_TICKER_FOUND
1726,INTUIT INC .65% DUE 07-15-2023,0.65,2023-07-15,240000.0,240159.4,241238.77,9-200100-Northern Trust UI Short Duration,Corporate Bonds,INTUIT  INC,,False,<class 'object'>,INTU
1727,JOHN DEERE CAPITAL CORP 0.45% ,0.45,2024-01-17,200000.0,199858.0,199776.65,9-200100-Northern Trust UI Short Duration,Corporate Bonds,JOHN DEERE  CAP,,False,<class 'object'>,JNJ
1728,JPMORGAN CHASE & CO 1.04% DUE ,1.04,2027-02-04,280000.0,280000.0,275397.52,9-200100-Northern Trust UI Short Duration,Corporate Bonds,JPMORGAN CHASE &  CO,,False,<class 'object'>,JPM
1729,KEURIG DR PEPPER INC 0.75% 03-,0.75,2024-03-15,100000.0,99997.0,100109.13,9-200100-Northern Trust UI Short Duration,Corporate Bonds,KEURIG DR PEPPER  INC,,False,<class 'object'>,KDP
1730,KEY BANK NA 1.25% DUE 03-10-20,1.25,2023-03-10,150000.0,149929.5,152205.97,9-200100-Northern Trust UI Short Duration,Corporate Bonds,KEY BANK NA,,False,<class 'object'>,KEY
1731,KEYSIGHT TECHNOLOGIES INC 4.55,4.55,2024-10-30,250000.0,273907.5,277647.65,9-200100-Northern Trust UI Short Duration,Corporate Bonds,KEYSIGHT TECHNOLOGIES  INC,,False,<class 'object'>,KEYS
1732,LLOYDS BANKING GROUP PLC FORME,4.05,2023-08-16,250000.0,271935.0,268022.98,9-200100-Northern Trust UI Short Duration,Corporate Bonds,LLOYDS BANKING GROUP PLC FORME,,False,<class 'object'>,LYG
1733,LLOYDS BANKING GROUP PLC FORME,2.44,2026-02-05,230000.0,230000.0,239849.71,9-200100-Northern Trust UI Short Duration,Corporate Bonds,LLOYDS BANKING GROUP PLC FORME,,False,<class 'object'>,LYG
1734,LSEGA FING PLC .65% DUE 04-06-,0.65,2024-04-06,200000.0,199762.0,199759.85,9-200100-Northern Trust UI Short Duration,Corporate Bonds,LSEGA FING PLC,,False,<class 'object'>,NO_TICKER_FOUND
1735,MARTIN MARIETTA MATLS INC .65%,0,2023-07-15,90000.0,89989.2,90203.3,9-200100-Northern Trust UI Short Duration,Corporate Bonds,MARTIN MARIETTA MATLS  INC,,False,<class 'object'>,LMT
1736,MCCORMICK & CO INC .9% DUE 02-,0.9,2026-02-15,290000.0,289234.4,285105.75,9-200100-Northern Trust UI Short Duration,Corporate Bonds,MCCORMICK &  CO,,False,<class 'object'>,MKC
1737,MITSUBISHI UFJ FINL GROUP INC ,2.8,2024-07-18,250000.0,250000.0,264723.53,9-200100-Northern Trust UI Short Duration,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MUFG
1738,MIZUHO FINL GROUP INC FLTG RT ,0.74,2024-09-08,200000.0,200000.0,201012.22,9-200100-Northern Trust UI Short Duration,Corporate Bonds,MIZUHO CO,,False,<class 'object'>,MFG
1739,MONDELEZ INTL HLDGS NETH B V 2,2.13,2022-09-19,220000.0,219942.8,224550.44,9-200100-Northern Trust UI Short Duration,Corporate Bonds,MONDELEZ INTERNATIONAL INC,,False,<class 'object'>,MDLZ
1740,MORGAN STANLEY 2.72% DUE ,2.72,2025-07-22,55000.0,55000.0,57847.71,9-200100-Northern Trust UI Short Duration,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
1741,MORGAN STANLEY FORMERLY MORGAN,1.38,2024-05-08,250000.0,254200.2,254580.0,9-200100-Northern Trust UI Short Duration,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
1742,MOSAIC CO NEW 3.75% DUE ,3.75,2021-11-15,220000.0,221441.0,220890.38,9-200100-Northern Trust UI Short Duration,Corporate Bonds,MOSAIC  CO,,False,<class 'object'>,MOS
1743,NASDAQ INC .445% DUEá,0.45,2022-12-21,110000.0,110000.0,109964.06,9-200100-Northern Trust UI Short Duration,Corporate Bonds,NASDAQ  INC,,False,<class 'object'>,NDAQ
1744,NATIONAL AUSTRALIA BK LIMITED ,1.88,2022-12-13,250000.0,249255.0,255756.49,9-200100-Northern Trust UI Short Duration,Corporate Bonds,NATIONAL AUSTRALIA BANK,,False,<class 'object'>,NAB.AX
1745,NATIONAL BANK OF CANADA ,2.1,2023-02-01,300000.0,299901.0,307784.78,9-200100-Northern Trust UI Short Duration,Corporate Bonds,NATIONAL BANK OF CANADA,,False,<class 'object'>,NA.TO
1746,NATL BK CDA MEDIUM TERM NTS BO,0.55,2024-11-15,250000.0,249645.0,249120.19,9-200100-Northern Trust UI Short Duration,Corporate Bonds,NATIONAL BANK OF CANADA,,False,<class 'object'>,NA.TO
1747,NEXTERA ENERGY CA .00065%,0.65,2023-03-01,180000.0,179982.0,180734.6,9-200100-Northern Trust UI Short Duration,Corporate Bonds,NEXTERA ENERGY CAP,,False,<class 'object'>,NEE
1748,NISSAN MTR ACCEP CORP FLTG 144,0.77,2024-03-08,200000.0,200000.0,200142.62,9-200100-Northern Trust UI Short Duration,Corporate Bonds,NISSAN MTR ACCEP  CO,,False,<class 'object'>,NO_TICKER_FOUND
1749,NORDEA BANK AB MEDIUM TERM NTS,1,2023-06-09,200000.0,199794.0,202439.63,9-200100-Northern Trust UI Short Duration,Corporate Bonds,NORDEA BANK,,False,<class 'object'>,NDA-FI.HE
1750,NOVARTIS CAP CORP 1.75% DUE 02,1.75,2025-02-14,190000.0,189718.8,195767.5,9-200100-Northern Trust UI Short Duration,Corporate Bonds,NOVARTIS  CAP,,False,<class 'object'>,NO_TICKER_FOUND
1751,NVIDIA CORP .309% DUE 06-15-20,0.31,2023-06-15,250000.0,250000.0,250099.38,9-200100-Northern Trust UI Short Duration,Corporate Bonds,NVIDIA  CO,,False,<class 'object'>,NVDA
1752,ONE GAS INC .78725% 03-11-2023,0.73,2023-03-11,330000.0,330000.0,330139.93,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ONE GAS  INC,,False,<class 'object'>,OGS
1753,PACCAR FINL CORP MEDIUM TERM S,1.8,2025-02-06,170000.0,169862.3,174383.64,9-200100-Northern Trust UI Short Duration,Corporate Bonds,PACCAR FINL  CO,,False,<class 'object'>,PCAR
