,Account or Security,Coupon,Date,Quantity,Cost Value,Market Value,Bank,Asset Type,Company,Industry,Private Placement,Info,Ticker
1757,BANK AMER CORP .981% DUE ,0.98,2025-09-25 00:00:00,200000.0,200000.0,185038.2,9-200100-Allspring Short Duration,Corporate Bonds,BANK OF AMERICA CO,,False,<class 'object'>,BAC
1758,BANK OF NOVA SCOTIA  2.44% DUE,2.44,2024-03-11 00:00:00,1600000.0,1600000.0,1566151.06,9-200100-Allspring Short Duration,Corporate Bonds,BANK OF NOVA SCOTIA,,False,<class 'object'>,BNS.TO
1759,BARCLAYS PLC 1.007% DUE ,1.01,2024-12-10 00:00:00,800000.0,800665.0,759267.58,9-200100-Allspring Short Duration,Corporate Bonds,BARCLAYS PLC,,False,<class 'object'>,BCS
1760,BLACK HILLS CORP 1.037% DUE 08,1.04,2024-08-23 00:00:00,1000000.0,1000000.0,934955.35,9-200100-Allspring Short Duration,Corporate Bonds,BLACK HILLS  CO,,False,<class 'object'>,BKH
1761,BPCE S A MEDIUM TERM NTS BOOK ,1.63,2025-01-14 00:00:00,1850000.0,1844339.0,1743760.33,9-200100-Allspring Short Duration,Corporate Bonds,BPCE S A MEDIUM TERM NTS BOOK ,,False,<class 'object'>,BPCMJ.PA
1762,CENTERPOINT ENERGY RES CORP DE,0.7,2023-03-02 00:00:00,900000.0,899127.0,881366.99,9-200100-Allspring Short Duration,Corporate Bonds,CENTERPOINT ENERGY INC,,False,<class 'object'>,CNP
1763,CIGNA CORP NEW SR NT .613% 03-,0.61,2024-03-15 00:00:00,550000.0,550000.0,523766.64,9-200100-Allspring Short Duration,Corporate Bonds,CIGNA  CO,,False,<class 'object'>,CGN.MU
1764,CITIGROUP INC 4.14% DUE ,4.14,2025-05-24 00:00:00,600000.0,600000.0,597548.86,9-200100-Allspring Short Duration,Corporate Bonds,CITIGROUP  INC,,False,<class 'object'>,C
1765,DAIMLER TRUCKS FIN NORTH AMER ,1.13,2023-12-14 00:00:00,950000.0,947853.0,912085.43,9-200100-Allspring Short Duration,Corporate Bonds,DAIMLER,,False,<class 'object'>,DTG.DE
1766,ENTERGY CORP NEW .9% DUE ,0.9,2025-09-15 00:00:00,1025000.0,1020961.5,922660.23,9-200100-Allspring Short Duration,Corporate Bonds,ENTERGY CO,,False,<class 'object'>,ETR
1767,ENTERPRISE PRODS OPER LLC 3.35,3.35,2023-03-15 00:00:00,460000.0,471578.2,458814.84,9-200100-Allspring Short Duration,Corporate Bonds,ENTERPRISE PRODS OPER  LLC,,False,<class 'object'>,IEP
1768,FIDELITY NATL INFORMATION SVCS,0.38,2023-03-01 00:00:00,650000.0,649486.5,636508.03,9-200100-Allspring Short Duration,Corporate Bonds,FIDELITY NATL INFORMATION SVCS,,False,<class 'object'>,FXAIX
1769,GENUINE PARTS CO 1.75% 02-01-2,1.75,2025-02-01 00:00:00,600000.0,598326.0,565301.66,9-200100-Allspring Short Duration,Corporate Bonds,GENUINE PARTS  CO,,False,<class 'object'>,GPC
1770,GILEAD SCIENCES INC .75% DUE ,0.75,2023-09-29 00:00:00,355000.0,354875.75,343516.02,9-200100-Allspring Short Duration,Corporate Bonds,GILEAD SCIENCES  INC,,False,<class 'object'>,GILD
1771,HSBC HLDGS PLC .732% DUE ,0.73,2024-08-17 00:00:00,1500000.0,1500000.0,1438050.11,9-200100-Allspring Short Duration,Corporate Bonds,HSBC HLDGS PLC,,False,<class 'object'>,HBC1.HM
1772,JPMORGAN CHASE & CO 3.845% DUE,3.85,2025-06-14 00:00:00,1600000.0,1600000.0,1584230.18,9-200100-Allspring Short Duration,Corporate Bonds,JPMORGAN CHASE &  CO,,False,<class 'object'>,JPM
1773,KEURIG DR PEPPER INC 0.75% 03-,0.75,2024-03-15 00:00:00,850000.0,849974.5,808287.42,9-200100-Allspring Short Duration,Corporate Bonds,KEURIG DR PEPPER  INC,,False,<class 'object'>,KDP
1774,MICROCHIP TECHNOLOGY INC .972%,0.97,2024-02-15 00:00:00,1000000.0,993699.0,949465.26,9-200100-Allspring Short Duration,Corporate Bonds,MICROCHIP TECHNOLOGY  INC,,False,<class 'object'>,MCHP
1775,MITSUBISHI UFJ FINL GROUP INC ,0.85,2024-09-15 00:00:00,300000.0,300000.0,288812.03,9-200100-Allspring Short Duration,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MSBHF
1776,MITSUBISHI UFJ FINL GROUP INC ,0.96,2025-10-11 00:00:00,1075000.0,1075000.0,995759.15,9-200100-Allspring Short Duration,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MSBHF
1777,MIZUHO FINL GROUP INC 1.241% D,1.24,2024-07-10 00:00:00,1500000.0,1500000.0,1458200.61,9-200100-Allspring Short Duration,Corporate Bonds,MIZUHO CO,,False,<class 'object'>,MFG
1778,MORGAN STANLEY .79% DUE 05-30-,0.79,2025-05-30 00:00:00,1000000.0,1000000.0,930916.11,9-200100-Allspring Short Duration,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
1779,PHILLIPS 66 .9% DUE ,0.9,2024-02-15 00:00:00,600000.0,599352.0,571339.11,9-200100-Allspring Short Duration,Corporate Bonds,PHILLIPS 66,,False,<class 'object'>,PSX
1780,PIONEER NAT RES CO .55% DUE 05,0.55,2023-05-15 00:00:00,250000.0,249985.0,243659.24,9-200100-Allspring Short Duration,Corporate Bonds,PIONEER NAT RES  CO,,False,<class 'object'>,PXD
1781,PVTPL 7-ELEVEN INC SR NT .625%,0.63,2023-02-10 00:00:00,900000.0,899253.0,882518.34,9-200100-Allspring Short Duration,Corporate Bonds,7-ELEVEN  INC,,True,<class 'object'>,5250.KL
1782,PVTPL ATHENE GLOBAL FDG MEDIUM,2.8,2023-05-26 00:00:00,500000.0,519770.0,494713.93,9-200100-Allspring Short Duration,Corporate Bonds,ATHENE GLOBAL  FDG,,True,<class 'object'>,ATNXQ
1783,PVTPL BANQUE FEDERATIVE DU CR ,0.65,2024-02-27 00:00:00,550000.0,549224.5,522274.18,9-200100-Allspring Short Duration,Corporate Bonds,BANQUE FEDERATIVE DU  CR,,True,<class 'object'>,BCGE.SW
1784,PVTPL BMW US CAP LLC .75% DUE ,0.75,2024-08-12 00:00:00,800000.0,799928.0,752473.38,9-200100-Allspring Short Duration,Corporate Bonds,BMW,,True,<class 'object'>,BMW.DE
1785,PVTPL BRIGHTHOUSE 2023 FABN NE,1.2,2023-12-15 00:00:00,700000.0,699657.0,673341.4,9-200100-Allspring Short Duration,Corporate Bonds,BRIGHTHOUSE,,True,<class 'object'>,BHF
1786,PVTPL BRIGHTHOUSE FINL GLOBAL ,0.6,2023-06-28 00:00:00,750000.0,749880.0,726087.53,9-200100-Allspring Short Duration,Corporate Bonds,BRIGHTHOUSE,,True,<class 'object'>,BHF
1787,PVTPL BRIGHTHOUSE FINL GLOBAL ,1.75,2025-01-13 00:00:00,300000.0,299616.0,278946.89,9-200100-Allspring Short Duration,Corporate Bonds,BRIGHTHOUSE,,True,<class 'object'>,BHF
1788,PVTPL DANSKE BK A/S MEDIUM TER,1.23,2024-06-22 00:00:00,1000000.0,1000000.0,940704.93,9-200100-Allspring Short Duration,Corporate Bonds,DANSKE BK  A/S,,True,<class 'object'>,DANSKE.CO
1789,PVTPL EQUITABLE FINL LIFE 1.0%,1,2026-01-09 00:00:00,1500000.0,1498035.0,1334439.93,9-200100-Allspring Short Duration,Corporate Bonds,EQUITABLE FINL LIFE GLOBAL FDG,,True,<class 'object'>,EQH
1790,PVTPL FEDERATION DES CAISSES D,0.7,2024-05-21 00:00:00,1500000.0,1499730.0,1409715.27,9-200100-Allspring Short Duration,Corporate Bonds,FEDERATION DES CAISSES D,,True,<class 'object'>,TBFT-USD
1791,PVTPL GA GLOBAL FDG TR MEDIUM ,3.85,2025-04-11 00:00:00,2000000.0,1999440.0,1961951.92,9-200100-Allspring Short Duration,Corporate Bonds,GA GLOBAL  FDG,,True,<class 'object'>,NG=F
1792,PVTPL HARVEST OPERATIONS CORP ,1,2024-04-26 00:00:00,590000.0,589097.3,561862.3,9-200100-Allspring Short Duration,Corporate Bonds,HARVEST OPERATIONS  CO,,True,<class 'object'>,MJ
1793,PVTPL HYUNDAI CAP AMER .8% DUE,0.8,2024-01-08 00:00:00,1000000.0,998730.0,949743.62,9-200100-Allspring Short Duration,Corporate Bonds,HYUNDAI  CAP,,True,<class 'object'>,HYMTF
1794,PVTPL JACKSON FINANCIAL INC 1.,1.13,2023-11-22 00:00:00,550000.0,549664.5,528575.4,9-200100-Allspring Short Duration,Corporate Bonds,JACKSON NATIONAL LIFE GL,,True,<class 'object'>,JXN
1795,PVTPL JACKSON NATIONAL LIFE GL,1.75,2025-01-12 00:00:00,1000000.0,999830.0,943063.83,9-200100-Allspring Short Duration,Corporate Bonds,JACKSON NATIONAL LIFE GL,,True,<class 'object'>,JXN
1796,PVTPL MAGALLANES INC 3.428% 03,3.55,2024-03-15 00:00:00,400000.0,400000.0,392132.79,9-200100-Allspring Short Duration,Corporate Bonds,MAGALLANES  INC,,True,<class 'object'>,0P0001572Y.F
1797,PVTPL NATIONWIDE BLDG SOC MEDI,1,2025-08-28 00:00:00,1100000.0,1098449.0,994191.0,9-200100-Allspring Short Duration,Corporate Bonds,NATIONWIDE BLDG SOCIETY,,True,<class 'object'>,NUSI
1798,PVTPL NORTHWESTERN MUT GLOBAL ,0.8,2026-01-14 00:00:00,900000.0,898416.0,808889.49,9-200100-Allspring Short Duration,Corporate Bonds,NORTHWESTERN MUT,,True,<class 'object'>,NWE
1799,PVTPL PRICOA GLOBAL FDG I ,0.8,2025-09-01 00:00:00,1500000.0,1496850.0,1369095.99,9-200100-Allspring Short Duration,Corporate Bonds,PRICOA GLOBAL  FDG,,True,<class 'object'>,NO_TICKER_FOUND
1800,PVTPL SIEMENS FINANCIERINGSMAA,0.65,2024-03-11 00:00:00,1600000.0,1599616.0,1529051.97,9-200100-Allspring Short Duration,Corporate Bonds,SIEMENS FINANCIERINGSMAATSCHAP,,True,<class 'object'>,SMNEY
1801,SOUTHERN CALIF EDISON CO 1ST &,0.7,2023-04-03 00:00:00,1000000.0,999070.0,977251.04,9-200100-Allspring Short Duration,Corporate Bonds,SOUTHERN CALIF EDISON  CO,,False,<class 'object'>,SCE-PJ
1802,SOUTHERN CO .6% DUE 02-26-2024,0.6,2024-02-26 00:00:00,500000.0,499955.0,473202.17,9-200100-Allspring Short Duration,Corporate Bonds,SOUTHERN  CO,,False,<class 'object'>,SO
1803,SUMITOMO MITSUI TR BK LT 25/03,0.85,2024-03-25 00:00:00,1500000.0,1499070.0,1422248.54,9-200100-Allspring Short Duration,Corporate Bonds,SUMITOMO MITSUI BANKING,,False,<class 'object'>,SSUMY
1804,TORONTO-DOMINION BANK 2.35%á,2.35,2024-03-08 00:00:00,1400000.0,1398810.0,1370999.06,9-200100-Allspring Short Duration,Corporate Bonds,TORONTO-DOMINION BANK,,False,<class 'object'>,TD
1805,UBS AG LONDON BRH NT 144A .7% ,0.7,2024-08-09 00:00:00,525000.0,524784.75,491354.55,9-200100-Allspring Short Duration,Corporate Bonds,UBS AG LONDON,,False,<class 'object'>,WUCT
1806,UBS GROUP AG 1.008% DUE ,1.01,2024-07-30 00:00:00,500000.0,500000.0,484147.59,9-200100-Allspring Short Duration,Corporate Bonds,UBS AG LONDON,,False,<class 'object'>,WUCT
1807,VERIZON COMMUNICATIONS INC .75,0.75,2024-03-22 00:00:00,1000000.0,999940.0,953888.18,9-200100-Allspring Short Duration,Corporate Bonds,VERIZON  CO,,False,<class 'object'>,VZ
1808,VMWARE INC .6% 08-15-2023 ,0.6,2023-08-15 00:00:00,1000000.0,998950.0,966468.0,9-200100-Allspring Short Duration,Corporate Bonds,VMWARE  INC,,False,<class 'object'>,VMW
1871,Corporate Bonds,,,,,,9-200100-Northern Trust UI Short Duration,Corporate Bonds,Corporate Bonds,,False,<class 'object'>,
1872,3.75% DUE 04-15-2023/04-02-201,3.75,2023-04-15 00:00:00,790000.0,831312.0,790860.52,9-200100-Northern Trust UI Short Duration,Corporate Bonds,3.75,,False,<class 'object'>,NL0009446418.AS
1873,AERCAP IRELAND CAP/GLOBA 1.65%,1.65,2024-10-29 00:00:00,250000.0,249837.5,230832.95,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AERCAP IRELAND  CAP,,False,<class 'object'>,AER
1874,AIR LEASE CORP MED TERM NTS BO,2.25,2023-01-15 00:00:00,170000.0,168786.2,168273.09,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AIR LEASE  CO,,False,<class 'object'>,AL
1875,AIR LEASE CORP MED TERM NTS BO,0.8,2024-08-18 00:00:00,160000.0,158920.0,146510.45,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AIR LEASE  CO,,False,<class 'object'>,AL
1876,ALLY FINL INC 1.45% ,1.45,2023-10-02 00:00:00,220000.0,223731.2,212656.33,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ALLY FINL  INC,,False,<class 'object'>,ALLY
1877,AMEREN CORP 2.5% DUE ,2.5,2024-09-15 00:00:00,120000.0,119960.4,116303.37,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMEREN  CO,,False,<class 'object'>,AEE
1878,AMEREN ILL CO .375% 06-15-2023,0.38,2023-06-15 00:00:00,100000.0,99975.0,96866.1,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMEREN ILL  CO,,False,<class 'object'>,AILIH
1879,AMERICAN ELEC PWR CO INC 1.0% ,1,2025-11-01 00:00:00,200000.0,199538.0,179828.51,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN ELEC PWR  CO,,False,<class 'object'>,AAL
1880,AMERICAN EXPRESS CO 2.5% DUE ,2.5,2024-07-30 00:00:00,100000.0,99678.0,97293.89,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN EXPRESS CO,,False,<class 'object'>,AXP
1881,AMERICAN HONDA FIN CORP MED TE,1.95,2023-05-10 00:00:00,160000.0,159940.8,158324.68,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN HONDA FIN  CO,,False,<class 'object'>,AAL
1882,AMERICAN HONDA FIN CORP MED TE,0.88,2023-07-07 00:00:00,270000.0,269913.6,263366.56,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN HONDA FIN  CO,,False,<class 'object'>,AAL
1883,AMERICAN HONDA FIN CORP MED TE,0.55,2024-07-12 00:00:00,200000.0,199868.0,187838.06,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN HONDA FIN  CO,,False,<class 'object'>,AAL
1884,AMERICAN TOWER CORP NEW 1.3% D,1.3,2025-09-15 00:00:00,220000.0,219381.8,199171.1,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN TOWER  CO,,False,<class 'object'>,AMT
1885,AMERICAN TOWER CORP NEW 2.4% D,2.4,2025-03-15 00:00:00,90000.0,89914.5,85052.95,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMERICAN TOWER  CO,,False,<class 'object'>,AMT
1886,AMPHENOL CORP NEW 2.05% DUE ,2.05,2025-03-01 00:00:00,180000.0,179692.2,171951.37,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AMPHENOL  CO,,False,<class 'object'>,APH
1887,ANALOG DEVICES INC FLTG RT ,0.93,2024-10-01 00:00:00,40000.0,40000.0,39035.45,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ANALOG DEVICES  INC,,False,<class 'object'>,ADI
1888,ANTHEM INC 2.375% DUE ,2.38,2025-01-15 00:00:00,130000.0,129885.6,125153.54,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ANTHEM  INC,,False,<class 'object'>,0HG8.L
1889,AON CORP FIXED 2.2% DUE 11-15-,2.2,2022-11-15 00:00:00,110000.0,109978.0,109756.12,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AON  CO,,False,<class 'object'>,A1A-USD
1890,APTIV CORPORATION 2.396% 02-18,2.4,2025-02-18 00:00:00,130000.0,130000.0,124149.94,9-200100-Northern Trust UI Short Duration,Corporate Bonds,APTIV CO,,False,<class 'object'>,APTV
1891,ARES CAP CORP 4.2% DUE ,4.2,2024-06-10 00:00:00,180000.0,183960.0,176729.66,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ARES  CAP,,False,<class 'object'>,ARCC
1892,ASTRAZENECA PLC .7% DUE 04-08-,0.7,2026-04-08 00:00:00,940000.0,936193.0,836283.16,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ASTRAZENECA PLC,,False,<class 'object'>,AZN
1893,ATHENE GLOBAL FDG MEDIUM TERM ,3,2022-07-01 00:00:00,100000.0,102434.0,100000.0,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ATHENE GLOBAL  FDG,,False,<class 'object'>,ATNXQ
1894,ATHENE GLOBAL FDG MEDIUM TERM ,1.2,2023-10-13 00:00:00,400000.0,399884.0,385121.48,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ATHENE GLOBAL  FDG,,False,<class 'object'>,ATNXQ
1895,ATHENE GLOBAL FDG MEDIUM TERM ,0.95,2024-01-08 00:00:00,400000.0,399860.0,379611.2,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ATHENE GLOBAL  FDG,,False,<class 'object'>,ATNXQ
1896,AVOLON HLDGS FDG LTD 2.875% DU,2.88,2025-02-15 00:00:00,200000.0,199762.0,183963.13,9-200100-Northern Trust UI Short Duration,Corporate Bonds,AVOLON HLDGS  FDG,,False,<class 'object'>,NO_TICKER_FOUND
1897,BAKER HUGHES HLDGS LLC/BAKER H,1.23,2023-12-15 00:00:00,80000.0,80000.0,77665.36,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BAKER HUGHES HLDGS  LLC,,False,<class 'object'>,BKR
1898,BANK AMER CORP .77977% DUE ,1.6,2024-10-24 00:00:00,380000.0,380000.0,376337.4,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BANK OF AMERICA CO,,False,<class 'object'>,BAC
1899,BANK AMER CORP SR NT FLTG VAR ,2.14,2024-07-23 00:00:00,520000.0,520000.0,518442.07,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BANK OF AMERICA CO,,False,<class 'object'>,BAC
1900,BANK MONTREAL MEDIUM TERM SR N,1.51,2023-12-08 00:00:00,200000.0,200000.0,197992.0,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BANK OF MONTREAL,,False,<class 'object'>,BMO
1901,BANK NEW YORK MELLON CORP MEDI,3.43,2025-06-13 00:00:00,450000.0,450000.0,446378.77,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BANK NEW YORK MELLON  CO,,False,<class 'object'>,BAC
1902,BANK NEW ZEALAND GLOBAL MED TE,2,2025-02-21 00:00:00,280000.0,278465.6,266639.05,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BANK NEW ZEALAND GLOBAL MED TE,,False,<class 'object'>,BAC
1903,BARCLAYS PLC 1.007% DUE ,1.01,2024-12-10 00:00:00,140000.0,140000.0,132871.83,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BARCLAYS PLC,,False,<class 'object'>,BCS
1904,BECTON DICKINSON & CO 3.363% D,3.36,2024-06-06 00:00:00,118000.0,127150.9,116781.22,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BECTON DICKINSON &  CO,,False,<class 'object'>,BDX.MX
1905,BELL CANADA .75% DUE 03-17-202,0.75,2024-03-17 00:00:00,240000.0,239769.6,228553.74,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BELL CANADA,,False,<class 'object'>,BLPH
1906,BLACK HILLS CORP 1.037% DUE 08,1.04,2024-08-23 00:00:00,210000.0,210000.0,196340.62,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BLACK HILLS  CO,,False,<class 'object'>,BKH
1907,BNP PARIBAS SR NON PFD 144A ME,1.32,2027-01-13 00:00:00,300000.0,301085.88,265036.08,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BNP PARIBAS,,False,<class 'object'>,BNP.PA
1908,BOEING CO 2.8% DUE 03-01-2023/,2.8,2023-03-01 00:00:00,250000.0,252485.0,248560.95,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BOEING  CO,,False,<class 'object'>,BA
1909,BPCE S A MEDIUM TERM NTS BOOK ,1,2026-01-20 00:00:00,330000.0,328478.7,292542.47,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BPCE S A MEDIUM TERM NTS BOOK ,,False,<class 'object'>,BPCMJ.PA
1910,BUNGE LTD FIN CORP FIXED 1.63%,1.63,2025-08-17 00:00:00,230000.0,229988.5,211878.38,9-200100-Northern Trust UI Short Duration,Corporate Bonds,BUNGE  LTD,,False,<class 'object'>,0U6R.L
1911,CANADIAN IMPERIAL BK 2.606% DU,2.61,2023-07-22 00:00:00,250000.0,250000.0,249878.86,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CANADIAN IMPERIAL BK CO,,False,<class 'object'>,6C=F
1912,CAPITAL ONE FINL CORP 3.5% DUE,3.5,2023-06-15 00:00:00,500000.0,531500.0,497156.08,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CAPITAL ONE FINL CO,,False,<class 'object'>,BDGS
1913,CATERPILLAR FINL SVCS CORP MED,0.25,2023-03-01 00:00:00,350000.0,349699.0,344375.68,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CATERPILLAR FINL,,False,<class 'object'>,CAT
1914,CENTERPOINT ENERGY INC CORP 2.,2.5,2024-09-01 00:00:00,220000.0,219626.0,212649.35,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CENTERPOINT ENERGY INC,,False,<class 'object'>,CNP
1915,CENTERPOINT ENERGY INC FLTG RT,1.61,2024-05-13 00:00:00,110000.0,110000.0,107288.36,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CENTERPOINT ENERGY INC,,False,<class 'object'>,CNP
1916,CIGNA CORP 1.25% 03-15-2026 ,1.25,2026-03-15 00:00:00,500000.0,499855.0,451053.2,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CIGNA  CO,,False,<class 'object'>,CGN.MU
1917,CIT BK NATL ASSN PASADENA CA 2,2.97,2025-09-27 00:00:00,250000.0,250000.0,240819.53,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CIT BK NATL ASSN PASADENA CA 2,,False,<class 'object'>,C
1918,CITIGROUP INC GLOBAL SR NT FLT,1.91,2022-10-27 00:00:00,195000.0,195000.0,194743.58,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CITIGROUP  INC,,False,<class 'object'>,C
1919,CITIGROUP INC NT FIXED / FLTG ,0.98,2025-05-01 00:00:00,300000.0,300000.0,281048.72,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CITIGROUP  INC,,False,<class 'object'>,C
1920,CNH INDL CAP LLC 3.95% 05-23-2,3.95,2025-05-23 00:00:00,100000.0,99469.0,98941.68,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CNH INDL  CAP,,False,<class 'object'>,CNH=X
1921,CNH INDL CAP LLC 4.2% DUE 01-1,4.2,2024-01-15 00:00:00,170000.0,182260.4,170113.53,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CNH INDL  CAP,,False,<class 'object'>,CNH=X
1922,CONAGRA BRANDS INC .5% DUE 08-,0.5,2023-08-11 00:00:00,140000.0,139736.8,134943.97,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CONAGRA BRANDS  INC,,False,<class 'object'>,CAG
1923,CONSTELLATION BRANDS INC 3.6% ,3.6,2024-05-09 00:00:00,160000.0,159905.6,159404.25,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CONSTELLATION BRANDS  INC,,False,<class 'object'>,STZ
1924,CREDIT AGRICOLE S A LONDON BRH,2.2,2023-04-24 00:00:00,550000.0,550000.0,549916.29,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CREDIT AGRICOLE,,False,<class 'object'>,ACA.PA
1925,CROWN CASTLE INTL 3.15% 07-15-,3.15,2023-07-15 00:00:00,600000.0,638682.0,593474.41,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CROWN CASTLE INTL,,False,<class 'object'>,CCI
1926,CROWN CASTLE INTL CORP NEW 1.3,1.35,2025-07-15 00:00:00,100000.0,99736.0,91405.0,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CROWN CASTLE INTL,,False,<class 'object'>,CCI
1927,CVS HEALTH CORP 2.625% DUE ,2.63,2024-08-15 00:00:00,150000.0,149227.5,146643.76,9-200100-Northern Trust UI Short Duration,Corporate Bonds,CVS HEALTH  CO,,False,<class 'object'>,CVS
1928,DAIMLER TRUCKS FIN NORTH AMER ,1.13,2023-12-14 00:00:00,300000.0,299322.0,288026.98,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DAIMLER,,False,<class 'object'>,DTG.DE
1929,DEERE JOHN CAP CORP MEDIUM TER,2.6,2024-03-07 00:00:00,250000.0,249572.5,247070.73,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DEERE JOHN  CAP,,False,<class 'object'>,DE
1930,DEERE JOHN CAP CORP MEDIUM TER,0.45,2024-06-07 00:00:00,200000.0,199750.0,188964.76,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DEERE JOHN  CAP,,False,<class 'object'>,DE
1931,DELL INTL L L C/EMC CORP 5.45%,5.45,2023-06-15 00:00:00,23000.0,24951.23,23232.39,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DELL INTL L L C/EMC  CO,,False,<class 'object'>,DELL
1932,DH EUROPE FIN II S A R L 2.2% ,2.2,2024-11-15 00:00:00,200000.0,199904.0,191853.4,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DH EUROPE FIN II S A R L,,False,<class 'object'>,DH
1933,DISNEY WALT CO 1.75% DUE ,1.75,2024-08-30 00:00:00,250000.0,248980.0,240923.72,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DISNEY WALT  CO,,False,<class 'object'>,DIS
1934,DUPONT DE NEMOURS INC 4.205% D,4.21,2023-11-15 00:00:00,150000.0,160074.0,150902.94,9-200100-Northern Trust UI Short Duration,Corporate Bonds,DUPONT DE NEMOURS  INC,,False,<class 'object'>,DD
1935,EBAY INC 1.9% DUE 03-11-2025/0,1.9,2025-03-11 00:00:00,300000.0,310296.0,281797.7,9-200100-Northern Trust UI Short Duration,Corporate Bonds,EBAY  INC,,False,<class 'object'>,EBAY
1936,ENBRIDGE INC 2.5% DUE 01-15-20,2.5,2025-01-15 00:00:00,130000.0,129758.2,125086.28,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ENBRIDGE  INC,,False,<class 'object'>,ENB
1937,EQUINIX INC 2.625% DUE ,2.63,2024-11-18 00:00:00,230000.0,230000.0,220620.95,9-200100-Northern Trust UI Short Duration,Corporate Bonds,EQUINIX  INC,,False,<class 'object'>,EQIX
1938,ESC CB LEHMAN BROS SUB NTS D07,0,1999-06-30 00:00:00,130000.0,0.0,1300.0,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ESC LEHMAN BROTH HLD  INC,,False,<class 'object'>,ESE
1939,ESC LEHMAN BROTH HLD INC D05/1,0,1999-06-30 00:00:00,990000.0,8.91,8.91,9-200100-Northern Trust UI Short Duration,Corporate Bonds,ESC LEHMAN BROTH HLD  INC,,False,<class 'object'>,ESE
1940,FIDELITY NATL INFORMATION SVCS,0.6,2024-03-01 00:00:00,80000.0,79952.8,75719.15,9-200100-Northern Trust UI Short Duration,Corporate Bonds,FIDELITY NATL INFORMATION SVCS,,False,<class 'object'>,FXAIX
